Date,Open,High,Low,Close,Adj Close,Volume
6/14/2019,2096.320068,2103.02002,2087.469971,2095.409912,2095.409912,473400
6/17/2019,2091.709961,2103.590088,2087.25,2090.72998,2090.72998,561600
6/18/2019,2089.310059,2103.02002,2089.310059,2098.709961,2098.709961,601000
6/19/2019,2119.540039,2126.73999,2117.639893,2124.780029,2124.780029,863000
6/20/2019,2121.780029,2131.77002,2120.419922,2131.290039,2131.290039,1007200
6/21/2019,2132.379883,2132.679932,2120.149902,2125.620117,2125.620117,692000
6/24/2019,2130.320068,2134.47998,2123.879883,2126.330078,2126.330078,669600
6/25/2019,2125.73999,2136.23999,2115.110107,2121.639893,2121.639893,643000
6/26/2019,2120.199951,2128.25,2115.719971,2121.850098,2121.850098,736900
6/27/2019,2120.72998,2141.27002,2118.219971,2134.320068,2134.320068,644900
6/28/2019,2135.060059,2139.23999,2123.969971,2130.620117,2130.620117,537300
7/1/2019,2147.23999,2147.23999,2126.870117,2129.73999,2129.73999,399922300
7/2/2019,2122.02002,2122.02002,2122.02002,2122.02002,2122.02002,0
7/3/2019,2120.75,2127.709961,2093.320068,2096.02002,2096.02002,507027700
7/4/2019,2102.360107,2108.800049,2088.969971,2108.72998,2108.72998,446932000
7/5/2019,2111,2115.429932,2096.22998,2110.590088,2110.590088,445609300
7/8/2019,2091.909912,2092.540039,2063.780029,2064.169922,2064.169922,0
7/9/2019,2070.350098,2075.300049,2052.030029,2052.030029,2052.030029,0
7/10/2019,2061.550049,2068.199951,2056.47998,2058.780029,2058.780029,0
7/11/2019,2070.590088,2088.23999,2070.209961,2080.580078,2080.580078,0
7/12/2019,2083.530029,2090.429932,2077.350098,2086.659912,2086.659912,391800
7/15/2019,2083.389893,2088.340088,2073.100098,2082.47998,2082.47998,0
7/16/2019,2084.459961,2096.669922,2078.73999,2090.389893,2090.389893,0
7/17/2019,2079.909912,2080.01001,2063.48999,2072.5,2072.5,0
7/18/2019,2068.659912,2073.199951,2061.330078,2066.550049,2066.550049,0
7/19/2019,2080.209961,2096.72998,2076.51001,2094.360107,2094.360107,383100
7/22/2019,2090.350098,2099.340088,2087.51001,2093.340088,2093.340088,0
7/23/2019,2095.76001,2106.389893,2095.379883,2101.449951,2101.449951,628700
7/24/2019,2097.159912,2105.679932,2080.659912,2082.300049,2082.300049,825850200
7/25/2019,2085.669922,2088.810059,2061.080078,2074.47998,2074.47998,600
7/26/2019,2063.350098,2068.159912,2054.639893,2066.26001,2066.26001,600
7/29/2019,2059.129883,2063.129883,2025.01001,2029.47998,2029.47998,600
7/30/2019,2035.319946,2044.589966,2032.609985,2038.680054,2038.680054,500
7/31/2019,2036.459961,2041.160034,2010.949951,2024.550049,2024.550049,600
8/1/2019,2015.089966,2032.22998,2009.329956,2017.339966,2017.339966,500
8/2/2019,1995.310059,2005.310059,1987.119995,1998.130005,1998.130005,400
8/5/2019,1985.930054,1987.640015,1945.390015,1946.97998,1946.97998,600
8/6/2019,1900.359985,1948.530029,1891.810059,1917.5,1917.5,700
8/7/2019,1925.329956,1929.290039,1901.609985,1909.709961,1909.709961,800
8/8/2019,1926.280029,1937.949951,1915.810059,1920.609985,1920.609985,800
8/9/2019,1940.060059,1946.939941,1936.140015,1937.75,1937.75,700
8/12/2019,1941.530029,1949.189941,1933.25,1942.290039,1942.290039,400
8/13/2019,1928.76001,1937.680054,1923.579956,1925.829956,1925.829956,700
8/14/2019,1946.180054,1952.219971,1937.22998,1938.369995,1938.369995,700
8/16/2019,1921.48999,1927.699951,1911.719971,1927.170044,1927.170044,400
8/19/2019,1936.640015,1943.089966,1931.439941,1939.900024,1939.900024,500
8/20/2019,1942.98999,1964.160034,1937.530029,1960.25,1960.25,500
8/21/2019,1954.569946,1971.119995,1954.469971,1964.650024,1964.650024,400
8/22/2019,1966.599976,1967.959961,1951.01001,1951.01001,1951.01001,400
8/23/2019,1942.420044,1953.849976,1940.599976,1948.300049,1948.300049,400
8/26/2019,1915.339966,1924.48999,1909.920044,1916.310059,1916.310059,300
8/27/2019,1928.97998,1937.420044,1919.280029,1924.599976,1924.599976,400
8/28/2019,1929.959961,1943.619995,1926.430054,1941.089966,1941.089966,300
8/29/2019,1943.550049,1947.150024,1928.48999,1933.410034,1933.410034,300
8/30/2019,1951.660034,1971.209961,1951.300049,1967.790039,1967.790039,300
9/2/2019,1969.189941,1969.189941,1969.189941,1969.189941,1969.189941,0
9/3/2019,1966.5,1976.369995,1960.150024,1965.689941,1965.689941,300
9/4/2019,1962.430054,1988.530029,1962.079956,1988.530029,1988.530029,300
9/5/2019,1993.619995,2015.390015,1992.51001,2004.75,2004.75,500
9/6/2019,2016.109985,2017.199951,2005.689941,2009.130005,2009.130005,400
9/9/2019,2013.380005,2029.800049,2013.280029,2019.550049,2019.550049,500
9/10/2019,2024.790039,2034.280029,2021.579956,2032.079956,2032.079956,500
9/11/2019,2043.719971,2050.800049,2040.040039,2049.199951,2049.199951,400
9/16/2019,2056.26001,2062.219971,2044.800049,2062.219971,2062.219971,493500
9/17/2019,2058.719971,2066.330078,2055.169922,2062.330078,2062.330078,508000
9/18/2019,2064.419922,2075.629883,2058.52002,2070.72998,2070.72998,613100
9/19/2019,2070.530029,2089.810059,2070.530029,2080.350098,2080.350098,493000
9/20/2019,2080.860107,2092.370117,2077.300049,2091.52002,2091.52002,589900
9/23/2019,2087.699951,2095.540039,2085.600098,2091.699951,2091.699951,420900
9/24/2019,2090.189941,2101.629883,2085.909912,2101.040039,2101.040039,535800
9/25/2019,2093.469971,2095.27002,2072.409912,2073.389893,2073.389893,651600
9/26/2019,2082.659912,2087.330078,2064.340088,2074.52002,2074.52002,430600
9/27/2019,2066.959961,2066.959961,2044.75,2049.929932,2049.929932,285900
9/30/2019,2045.77002,2064.98999,2042.01001,2063.050049,2063.050049,327600
10/1/2019,2062.439941,2077.47998,2057.909912,2072.419922,2072.419922,389300
10/2/2019,2058.22998,2058.22998,2031.910034,2031.910034,2031.910034,414500
10/4/2019,2028.400024,2039.430054,2020.689941,2020.689941,2020.689941,402900
10/7/2019,2031.530029,2034.939941,2016.189941,2021.72998,2021.72998,322200
10/8/2019,2029.369995,2046.810059,2024.630005,2046.25,2046.25,437500
10/10/2019,2030.130005,2040.880005,2010.900024,2028.150024,2028.150024,445800
10/11/2019,2048.080078,2053.939941,2040.47998,2044.609985,2044.609985,381100
10/14/2019,2068.129883,2075.100098,2065.530029,2067.399902,2067.399902,511200
10/15/2019,2064.780029,2073.209961,2064.340088,2068.169922,2068.169922,464500
10/16/2019,2080.919922,2090.01001,2073.800049,2082.830078,2082.830078,524500
10/17/2019,2081.76001,2087.149902,2072.48999,2077.939941,2077.939941,314200
10/18/2019,2082.22998,2088.540039,2057.889893,2060.689941,2060.689941,516700
10/21/2019,2067.969971,2067.969971,2059.330078,2064.840088,2064.840088,606100
10/22/2019,2076.290039,2093.810059,2073.080078,2088.860107,2088.860107,504100
10/23/2019,2086.810059,2088.25,2074.879883,2080.620117,2080.620117,429500
10/24/2019,2089.850098,2089.850098,2067.899902,2085.659912,2085.659912,367700
10/25/2019,2091.159912,2091.23999,2079.300049,2087.889893,2087.889893,348700
10/28/2019,2096.669922,2104.389893,2089.76001,2093.600098,2093.600098,269200
10/29/2019,2103.919922,2105.169922,2088.040039,2092.689941,2092.689941,357700
10/30/2019,2093.51001,2093.51001,2075.540039,2080.27002,2080.27002,415600
10/31/2019,2089.219971,2103.709961,2083.47998,2083.47998,2083.47998,461300
11/1/2019,2084.790039,2100.419922,2081.530029,2100.199951,2100.199951,418300
11/4/2019,2111.320068,2130.830078,2111.320068,2130.23999,2130.23999,476300
11/5/2019,2133.659912,2143.120117,2128.699951,2142.639893,2142.639893,400600
11/6/2019,2142.689941,2156.22998,2138.830078,2144.149902,2144.149902,410100
11/7/2019,2141.050049,2147.01001,2135.449951,2144.290039,2144.290039,425700
11/8/2019,2154.179932,2155.939941,2133.75,2137.22998,2137.22998,574100
11/11/2019,2139.070068,2139.070068,2119.070068,2124.090088,2124.090088,617300
11/12/2019,2131.26001,2140.939941,2121.800049,2140.919922,2140.919922,610400
11/13/2019,2132.47998,2133.370117,2118.669922,2122.449951,2122.449951,664400
11/14/2019,null,null,null,null,null,null
11/15/2019,2137.959961,2165.02002,2135.26001,2162.179932,2162.179932,556200
11/18/2019,2161.889893,2165.889893,2151.969971,2160.689941,2160.689941,489200
11/19/2019,2151.040039,2154.409912,2137.01001,2153.23999,2153.23999,826900
11/20/2019,2140.060059,2145.969971,2123.800049,2125.320068,2125.320068,581100
11/21/2019,2123.649902,2125.360107,2088.189941,2096.600098,2096.600098,579600
11/22/2019,2098.889893,2106.419922,2093.98999,2101.959961,2101.959961,519900
11/25/2019,2117.139893,2130.040039,2116.070068,2123.5,2123.5,397700
11/26/2019,2129.27002,2139.639893,2120.850098,2121.350098,2121.350098,532600
11/27/2019,2134.469971,2136.300049,2118.070068,2127.850098,2127.850098,367600
11/28/2019,2116.929932,2127.75,2116.580078,2118.600098,2118.600098,335200
11/29/2019,2125.530029,2125.530029,2085.100098,2087.959961,2087.959961,432900
12/2/2019,2097.550049,2103.870117,2088.919922,2091.919922,2091.919922,385300
12/3/2019,2075.02002,2085.709961,2066.600098,2084.070068,2084.070068,450000
12/4/2019,2070.840088,2072.909912,2057.449951,2068.889893,2068.889893,347000
12/5/2019,2078.310059,2084.290039,2053.560059,2060.73999,2060.73999,472200
12/6/2019,2072.439941,2084.439941,2070.169922,2081.850098,2081.850098,440200
12/9/2019,2091.939941,2093.810059,2084.310059,2088.649902,2088.649902,393100
12/10/2019,2081.219971,2100.47998,2080.159912,2098,2098,500100
12/11/2019,2098.280029,2109.219971,2092.47998,2105.620117,2105.620117,668700
12/12/2019,2120.129883,2138.929932,2120.129883,2137.350098,2137.350098,584600
12/13/2019,2164.629883,2170.25,2159.449951,2170.25,2170.25,540000
12/16/2019,2168.050049,2175.01001,2166.290039,2168.149902,2168.149902,377100
12/17/2019,2179.399902,2196.01001,2171.090088,2195.679932,2195.679932,599500
12/18/2019,2194.919922,2204.040039,2187.320068,2194.76001,2194.76001,591100
12/19/2019,2199.419922,2204.72998,2186.590088,2196.560059,2196.560059,643100
12/20/2019,2205.570068,2206.820068,2194.800049,2204.179932,2204.179932,646700
12/23/2019,2208.219971,2209.199951,2196.429932,2203.709961,2203.709961,502000
12/24/2019,2206.22998,2206.22998,2187.580078,2190.080078,2190.080078,570000
12/26/2019,2192.219971,2198.01001,2183.899902,2197.929932,2197.929932,571300
12/27/2019,2183.699951,2215.550049,2177.399902,2204.209961,2204.209961,490200
12/30/2019,2202.620117,2208.040039,2195.649902,2197.669922,2197.669922,416400
1/2/2020,2201.209961,2202.320068,2171.840088,2175.169922,2175.169922,494700
1/3/2020,2192.580078,2203.379883,2165.389893,2176.459961,2176.459961,631600
1/6/2020,2154.969971,2164.419922,2149.949951,2155.070068,2155.070068,592700
1/7/2020,2166.600098,2181.620117,2164.27002,2175.540039,2175.540039,568200
1/8/2020,2156.27002,2162.320068,2137.719971,2151.310059,2151.310059,913800
1/9/2020,2182.199951,2186.449951,2172.159912,2186.449951,2186.449951,592600
1/10/2020,2189.47998,2206.919922,2188.100098,2206.389893,2206.389893,594500
1/13/2020,2204.48999,2230.429932,2204.48999,2229.26001,2229.26001,488300
1/14/2020,2243.060059,2250.790039,2232.939941,2238.879883,2238.879883,835900
1/15/2020,2229.800049,2238.209961,2223.389893,2230.97998,2230.97998,746200
1/16/2020,2231.929932,2249.090088,2225.409912,2248.050049,2248.050049,808300
1/17/2020,2261.570068,2268.709961,2245.580078,2250.570068,2250.570068,580800
1/20/2020,2261.399902,2277.22998,2258.090088,2262.639893,2262.639893,545500
1/21/2020,2259.810059,2266.310059,2238.25,2239.689941,2239.689941,770300
1/22/2020,2238.530029,2269.27002,2235.129883,2267.25,2267.25,608500
1/23/2020,2254.540039,2260.629883,2241.939941,2246.129883,2246.129883,509600
1/28/2020,2192.219971,2199.929932,2166.22998,2176.719971,2176.719971,808500
1/29/2020,2188.179932,2195.449951,2172.330078,2185.280029,2185.280029,692300
1/30/2020,2181.540039,2187.449951,2139.719971,2148,2148,602700
1/31/2020,2160.600098,2167.22998,2119.01001,2119.01001,2119.01001,710500
2/3/2020,2086.610107,2126.72998,2082.73999,2118.879883,2118.879883,836700
2/4/2020,2121.219971,2162.320068,2120.530029,2157.899902,2157.899902,624600
2/5/2020,2177.26001,2181.52002,2154.879883,2165.629883,2165.629883,574400
2/6/2020,2184.77002,2229.98999,2182.25,2227.939941,2227.939941,695000
2/7/2020,2221.48999,2223.919922,2198.139893,2211.949951,2211.949951,800200
2/10/2020,2185.629883,2203.389893,2180.51001,2201.070068,2201.070068,609600
2/11/2020,2213.5,2233.320068,2211.25,2223.120117,2223.120117,526000
2/12/2020,2225.949951,2242.23999,2214.77002,2238.379883,2238.379883,632500
2/13/2020,2245.719971,2255.48999,2230.300049,2232.959961,2232.959961,638700
2/14/2020,2232.709961,2251.5,2221.899902,2243.590088,2243.590088,597200
2/17/2020,2243.070068,2250.050049,2230.26001,2242.169922,2242.169922,458200
2/18/2020,2225.97998,2232.929932,2205.209961,2208.879883,2208.879883,470400
2/19/2020,2222.51001,2226,2191.199951,2210.340088,2210.340088,590800
2/20/2020,2223.550049,2228.179932,2186.719971,2195.5,2195.5,709600
2/21/2020,2165.649902,2184.429932,2160.280029,2162.840088,2162.840088,635500
2/24/2020,2114.040039,2120.060059,2079.030029,2079.040039,2079.040039,948600
2/25/2020,2075.550049,2105.48999,2071.5,2103.610107,2103.610107,1565600
2/26/2020,2064.070068,2089.639893,2059.129883,2076.77002,2076.77002,810900
2/27/2020,2073.870117,2085.399902,2049.149902,2054.889893,2054.889893,562500
2/28/2020,2020.170044,2031.01001,1980.819946,1987.01001,1987.01001,671600
3/2/2020,1997.030029,2017.069946,1969.339966,2002.51001,2002.51001,528100
3/3/2020,2051.850098,2051.850098,2009.390015,2014.150024,2014.150024,615700
3/4/2020,2005.810059,2063.590088,2005.810059,2059.330078,2059.330078,606300
3/5/2020,2078.110107,2089.080078,2059.98999,2085.26001,2085.26001,675200
3/6/2020,2053.090088,2062.570068,2032.130005,2040.219971,2040.219971,865600
3/9/2020,1981.02002,1989.5,1946.900024,1954.77002,1954.77002,666900
3/10/2020,1942.849976,1968.170044,1934.719971,1962.930054,1962.930054,638600
3/11/2020,1965.670044,1967.699951,1898.27002,1908.27002,1908.27002,679700
3/12/2020,1887.969971,1897.22998,1808.560059,1834.329956,1834.329956,850300
3/13/2020,1722.680054,1809.310059,1680.599976,1771.439941,1771.439941,1035300
